locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKNNEFFE_00352	CDS	762	kduD_1	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
FKNNEFFE_00353	CDS	1419	araE		COG2814	Arabinose-proton symporter
FKNNEFFE_00354	CDS	693	ygeA	5.1.1.13	COG1794	L-aspartate/glutamate-specific racemase
FKNNEFFE_00355	CDS	936	dgcR			HTH-type transcriptional regulator DgcR
FKNNEFFE_00356	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
FKNNEFFE_00357	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
FKNNEFFE_00358	CDS	2160	aas		COG0204	Bifunctional protein Aas
FKNNEFFE_00359	CDS	1194	lplT		COG0477	Lysophospholipid transporter LplT
FKNNEFFE_00360	CDS	1041	tas		COG0667	Protein tas
FKNNEFFE_00361	CDS	219	ygdR_1			putative lipoprotein YgdR
FKNNEFFE_00362	CDS	714				hypothetical protein
FKNNEFFE_00363	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
FKNNEFFE_00364	CDS	147				hypothetical protein
FKNNEFFE_00365	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
FKNNEFFE_00366	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
FKNNEFFE_00367	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FKNNEFFE_00368	CDS	795	thyA	2.1.1.45		Thymidylate synthase
FKNNEFFE_00369	CDS	471				hypothetical protein
FKNNEFFE_00370	CDS	564				hypothetical protein
FKNNEFFE_00371	CDS	408				hypothetical protein
FKNNEFFE_00372	CDS	324				hypothetical protein
FKNNEFFE_00373	CDS	3369	recC		COG1330	RecBCD enzyme subunit RecC
FKNNEFFE_00374	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
FKNNEFFE_00375	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
FKNNEFFE_00376	CDS	1827	recD_1	5.6.2.3	COG0507	RecBCD enzyme subunit RecD
FKNNEFFE_00377	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
FKNNEFFE_00378	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
FKNNEFFE_00379	tRNA	77				tRNA-Met(cat)
FKNNEFFE_00380	tRNA	77				tRNA-Met(cat)
FKNNEFFE_00381	tRNA	77				tRNA-Met(cat)
FKNNEFFE_00382	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
FKNNEFFE_00383	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
FKNNEFFE_00384	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
FKNNEFFE_00385	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
FKNNEFFE_00386	CDS	228	ygdR_2			putative lipoprotein YgdR
FKNNEFFE_00387	CDS	918	gcvA		COG0583	Glycine cleavage system transcriptional activator
FKNNEFFE_00388	CDS	396				hypothetical protein
FKNNEFFE_00389	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
FKNNEFFE_00390	CDS	732	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
FKNNEFFE_00391	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
FKNNEFFE_00392	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
FKNNEFFE_00393	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
FKNNEFFE_00394	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
FKNNEFFE_00395	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
FKNNEFFE_00396	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
FKNNEFFE_00397	CDS	846	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
FKNNEFFE_00398	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
FKNNEFFE_00399	CDS	1290	sdaC		COG0814	Serine transporter SdaC
FKNNEFFE_00400	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
FKNNEFFE_00401	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
FKNNEFFE_00402	CDS	546	syd			Protein Syd
FKNNEFFE_00403	CDS	330	yqcC		COG3098	putative protein YqcC
FKNNEFFE_00404	CDS	321	truC_1	5.4.99.26	COG0564	tRNA pseudouridine synthase C
FKNNEFFE_00405	CDS	408	truC_2	5.4.99.26	COG0564	tRNA pseudouridine synthase C
FKNNEFFE_00406	CDS	450	yqcA		COG0716	Flavodoxin YqcA
FKNNEFFE_00407	CDS	1353	gudP		COG2271	putative galactarate/D-glucarate transporter GudP
FKNNEFFE_00408	CDS	348	gudX_1	4.2.1.-	COG4948	Glucarate dehydratase-related protein
FKNNEFFE_00409	CDS	987	gudX_2	4.2.1.-	COG4948	Glucarate dehydratase-related protein
FKNNEFFE_00410	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
FKNNEFFE_00411	CDS	2757	barA	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BarA
FKNNEFFE_00412	CDS	1302	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
FKNNEFFE_00413	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
FKNNEFFE_00414	CDS	249	mazE		COG2336	Antitoxin MazE
FKNNEFFE_00415	CDS	336	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
FKNNEFFE_00416	CDS	792	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
FKNNEFFE_00417	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
FKNNEFFE_00418	CDS	1299	eno	4.2.1.11	COG0148	Enolase
FKNNEFFE_00419	CDS	705				hypothetical protein
FKNNEFFE_00420	CDS	141	yqcG			putative protein YqcG
FKNNEFFE_00421	CDS	672	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
	repeat_region	822				
FKNNEFFE_00422	CDS	1479	lsrK_1	2.7.1.189	COG1070	Autoinducer-2 kinase
FKNNEFFE_00423	CDS	1278	yqcE		COG2223	Inner membrane protein YqcE
FKNNEFFE_00424	CDS	786	kduD_2	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
FKNNEFFE_00425	CDS	1455				hypothetical protein
FKNNEFFE_00426	CDS	1410	ygcS_1		COG0477	Inner membrane metabolite transport protein YgcS
FKNNEFFE_00427	CDS	780				hypothetical protein
FKNNEFFE_00428	CDS	861	lctC	1.1.1.436	COG1145	Lactate dehydrogenase (NAD(+),ferredoxin) subunit LctC
FKNNEFFE_00429	CDS	576	ygcP		COG1954	putative protein YgcP
FKNNEFFE_00430	CDS	261	fixX_1		COG2440	Ferredoxin-like protein FixX
FKNNEFFE_00431	CDS	1272		1.5.5.1		Electron transfer flavoprotein-ubiquinone oxidoreductase
FKNNEFFE_00432	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
FKNNEFFE_00433	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
FKNNEFFE_00434	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
FKNNEFFE_00435	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine 5'-phosphosulfate reductase
FKNNEFFE_00436	CDS	153	hokE_1			Toxic protein HokE
FKNNEFFE_00437	CDS	1113			COG3385	IS4 family transposase IS421
FKNNEFFE_00438	CDS	141				hypothetical protein
FKNNEFFE_00439	CDS	2700	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
FKNNEFFE_00440	CDS	1563	casA			CRISPR system Cascade subunit CasA
FKNNEFFE_00441	CDS	537				hypothetical protein
FKNNEFFE_00442	CDS	1056	casC		COG1857	CRISPR system Cascade subunit CasC
FKNNEFFE_00443	CDS	747				hypothetical protein
FKNNEFFE_00444	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
FKNNEFFE_00445	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
FKNNEFFE_00446	CDS	294	ygbF	3.1.-.-	COG0847	CRISPR-associated endoribonuclease Cas2
FKNNEFFE_00447	CDS	1038				hypothetical protein
FKNNEFFE_00448	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
FKNNEFFE_00449	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
FKNNEFFE_00450	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
FKNNEFFE_00451	CDS	324	ygbE			Inner membrane protein YgbE
FKNNEFFE_00452	CDS	312	ftsB		COG2919	Cell division protein FtsB
FKNNEFFE_00453	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FKNNEFFE_00454	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
FKNNEFFE_00455	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
FKNNEFFE_00456	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
FKNNEFFE_00457	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
FKNNEFFE_00458	CDS	1140	nlpD_2		COG1388	Murein hydrolase activator NlpD
FKNNEFFE_00459	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
FKNNEFFE_00460	CDS	408	hosA			Transcriptional regulator HosA
FKNNEFFE_00461	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
FKNNEFFE_00462	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
FKNNEFFE_00463	CDS	237	vdcD			Protein VdcD
FKNNEFFE_00464	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
FKNNEFFE_00465	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
FKNNEFFE_00466	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
FKNNEFFE_00467	CDS	1263	otnK	2.7.1.217		3-oxo-tetronate kinase
FKNNEFFE_00468	CDS	909	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
FKNNEFFE_00469	CDS	768	srlR_1		COG1349	Glucitol operon repressor
FKNNEFFE_00470	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
FKNNEFFE_00471	CDS	2562	mutS		COG0249	DNA mismatch repair protein MutS
FKNNEFFE_00472	CDS	180				hypothetical protein
FKNNEFFE_00473	CDS	354				hypothetical protein
FKNNEFFE_00474	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator FhlA
FKNNEFFE_00475	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
FKNNEFFE_00476	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
FKNNEFFE_00477	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
FKNNEFFE_00478	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
FKNNEFFE_00479	CDS	351	hypA		COG0375	Hydrogenase maturation factor HypA
FKNNEFFE_00480	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
FKNNEFFE_00481	CDS	612	hycB		COG1142	Formate hydrogenlyase subunit 2
FKNNEFFE_00482	CDS	1827	hycC		COG0651	Formate hydrogenlyase subunit 3
FKNNEFFE_00483	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
FKNNEFFE_00484	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
FKNNEFFE_00485	CDS	543	hycF_1		COG1143	Formate hydrogenlyase subunit 6
FKNNEFFE_00486	CDS	768	hycG_1		COG3260	Formate hydrogenlyase subunit 7
FKNNEFFE_00487	CDS	411				hypothetical protein
FKNNEFFE_00488	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
FKNNEFFE_00489	CDS	774				hypothetical protein
FKNNEFFE_00490	CDS	420	higA_2		COG5499	Antitoxin HigA
FKNNEFFE_00491	CDS	981				IS110 family transposase IS621
FKNNEFFE_00492	CDS	1425	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
FKNNEFFE_00493	CDS	1458	sacP		COG1263	PTS system sucrose-specific EIIBC component
FKNNEFFE_00494	CDS	1014	ascG		COG1609	HTH-type transcriptional regulator AscG
FKNNEFFE_00495	CDS	528	aegA_2		COG0493	Putative oxidoreductase AegA
FKNNEFFE_00496	CDS	2253	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
FKNNEFFE_00497	CDS	1134	norW	1.18.1.-	COG0446	Nitric oxide reductase FlRd-NAD(+) reductase
FKNNEFFE_00498	CDS	1440	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
FKNNEFFE_00499	CDS	1515	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
FKNNEFFE_00500	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
FKNNEFFE_00501	CDS	774	srlR_2		COG1349	Glucitol operon repressor
FKNNEFFE_00502	CDS	360				hypothetical protein
FKNNEFFE_00503	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
FKNNEFFE_00504	CDS	372	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
FKNNEFFE_00505	CDS	960	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
FKNNEFFE_00506	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
FKNNEFFE_00507	CDS	1191	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
FKNNEFFE_00508	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
FKNNEFFE_00509	CDS	1062	recA			Protein RecA
FKNNEFFE_00510	CDS	501	recX		COG2137	Regulatory protein RecX
FKNNEFFE_00511	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
FKNNEFFE_00512	CDS	186	csrA		COG1551	Carbon storage regulator
FKNNEFFE_00513	tRNA	93				tRNA-Ser(gct)
FKNNEFFE_00514	tRNA	77				tRNA-Arg(acg)
FKNNEFFE_00515	tRNA	77				tRNA-Arg(acg)
FKNNEFFE_00516	tRNA	77				tRNA-Arg(acg)
FKNNEFFE_00517	tRNA	77				tRNA-Arg(acg)
FKNNEFFE_00518	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
FKNNEFFE_00519	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
FKNNEFFE_00520	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
FKNNEFFE_00521	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
FKNNEFFE_00522	CDS	1539	emrB		COG2814	Multidrug export protein EmrB
FKNNEFFE_00523	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
FKNNEFFE_00524	CDS	531	mprA		COG1846	Transcriptional repressor MprA
FKNNEFFE_00525	CDS	336				hypothetical protein
FKNNEFFE_00526	CDS	738	ygaZ		COG1296	Inner membrane protein YgaZ
FKNNEFFE_00527	CDS	1185			COG2814	putative transporter
FKNNEFFE_00528	CDS	993	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
FKNNEFFE_00529	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
FKNNEFFE_00530	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
FKNNEFFE_00531	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
FKNNEFFE_00532	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
FKNNEFFE_00533	CDS	411	nrdI		COG1780	Protein NrdI
FKNNEFFE_00534	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
FKNNEFFE_00535	CDS	330	ygaM		COG4575	putative protein YgaM
FKNNEFFE_00536	CDS	345				hypothetical protein
FKNNEFFE_00537	CDS	450	alaE			L-alanine exporter AlaE
FKNNEFFE_00538	CDS	405	stpA		COG2916	DNA-binding protein StpA
FKNNEFFE_00539	CDS	525	ygaP	2.8.1.1	COG0607	Thiosulfate sulfurtransferase YgaP
FKNNEFFE_00540	CDS	300	ygaV		COG0640	HTH-type transcriptional regulator YgaV
FKNNEFFE_00541	CDS	159				hypothetical protein
FKNNEFFE_00542	CDS	450	kbp		COG1652	Potassium binding protein Kbp
FKNNEFFE_00543	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
FKNNEFFE_00544	CDS	1401	gabP		COG1113	Gamma-aminobutyric acid permease
FKNNEFFE_00545	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
FKNNEFFE_00546	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
FKNNEFFE_00547	CDS	1269	lhgD	1.1.5.13	COG0579	L-2-hydroxyglutarate dehydrogenase
FKNNEFFE_00548	CDS	978	glaH	1.14.11.64		Glutarate 2-hydroxylase
FKNNEFFE_00549	CDS	1647				hypothetical protein
FKNNEFFE_00550	tRNA	76				tRNA-Met(cat)
FKNNEFFE_00551	CDS	483				hypothetical protein
FKNNEFFE_00552	CDS	690				hypothetical protein
FKNNEFFE_00553	CDS	471	ypjA_1		COG3468	putative autotransporter YpjA
FKNNEFFE_00554	CDS	747				IS3 family transposase ISCfr6
FKNNEFFE_00555	CDS	312				hypothetical protein
FKNNEFFE_00556	CDS	300	era_2			GTPase Era
FKNNEFFE_00557	CDS	240				hypothetical protein
FKNNEFFE_00558	CDS	882				hypothetical protein
FKNNEFFE_00559	CDS	180				hypothetical protein
FKNNEFFE_00560	CDS	747				hypothetical protein
FKNNEFFE_00561	CDS	3852				hypothetical protein
FKNNEFFE_00562	CDS	3747				hypothetical protein
FKNNEFFE_00563	CDS	1242	intA_1		COG0582	Prophage integrase IntA
FKNNEFFE_00564	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
FKNNEFFE_00565	CDS	126				hypothetical protein
FKNNEFFE_00566	CDS	483	smpB		COG0691	SsrA-binding protein
FKNNEFFE_00567	CDS	477	ratA		COG2867	Ribosome association toxin RatA
FKNNEFFE_00568	CDS	291				hypothetical protein
FKNNEFFE_00569	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
FKNNEFFE_00570	CDS	1662	recN		COG0497	DNA repair protein RecN
FKNNEFFE_00571	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
FKNNEFFE_00572	CDS	594	grpE			Protein GrpE
FKNNEFFE_00573	CDS	1242				hypothetical protein
FKNNEFFE_00574	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
FKNNEFFE_00575	CDS	1362	ffh	3.6.5.4	COG0541	Signal recognition particle protein
FKNNEFFE_00576	CDS	249	rpsP		COG0228	Small ribosomal subunit protein bS16
FKNNEFFE_00577	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
FKNNEFFE_00578	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
FKNNEFFE_00579	CDS	348	rplS		COG0335	Large ribosomal subunit protein bL19
FKNNEFFE_00580	CDS	483	yfiB			Outer-membrane lipoprotein YfiB
FKNNEFFE_00581	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
FKNNEFFE_00582	CDS	519	yfiR			Negative regulator YfiR
FKNNEFFE_00583	CDS	363				hypothetical protein
FKNNEFFE_00584	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
FKNNEFFE_00585	CDS	1122	tyrA		COG0287	T-protein
FKNNEFFE_00586	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
FKNNEFFE_00587	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
FKNNEFFE_00588	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
FKNNEFFE_00589	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
FKNNEFFE_00590	CDS	732	yfiH	2.4.2.1	COG1496	Purine nucleoside phosphorylase YfiH
FKNNEFFE_00591	CDS	2574	clpB		COG0542	Chaperone protein ClpB
FKNNEFFE_00592	rRNA	1538				16S ribosomal RNA
FKNNEFFE_00593	tRNA	76				tRNA-Glu(ttc)
FKNNEFFE_00594	rRNA	2901				23S ribosomal RNA
FKNNEFFE_00595	rRNA	111				5S ribosomal RNA
FKNNEFFE_00596	CDS	1299	kgtP		COG0477	Alpha-ketoglutarate permease
FKNNEFFE_00597	CDS	273				hypothetical protein
FKNNEFFE_00598	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase PssA
FKNNEFFE_00599	CDS	2661	patZ	2.3.1.-	COG0045	Peptidyl-lysine N-acetyltransferase PatZ
FKNNEFFE_00600	CDS	699	tapT	2.5.1.25	COG3148	tRNA-uridine aminocarboxypropyltransferase
FKNNEFFE_00601	CDS	420	trxC	1.8.1.8	COG3118	Thioredoxin 2
FKNNEFFE_00602	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
FKNNEFFE_00603	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
FKNNEFFE_00604	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
FKNNEFFE_00605	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
FKNNEFFE_00606	CDS	882	cmpR		COG0583	HTH-type transcriptional activator CmpR
FKNNEFFE_00607	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
FKNNEFFE_00608	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
FKNNEFFE_00609	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
FKNNEFFE_00610	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
FKNNEFFE_00611	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
FKNNEFFE_00612	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
FKNNEFFE_00613	CDS	480	rseC		COG3086	Protein RseC
FKNNEFFE_00614	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
FKNNEFFE_00615	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
FKNNEFFE_00616	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
FKNNEFFE_00617	CDS	906	era_3		COG1159	GTPase Era
FKNNEFFE_00618	CDS	729	recO		COG1381	DNA repair protein RecO
FKNNEFFE_00619	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
FKNNEFFE_00620	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FKNNEFFE_00621	CDS	261	yfhL		COG1145	Ferredoxin YfhL
FKNNEFFE_00622	CDS	849	murR_1		COG1737	HTH-type transcriptional regulator MurR
FKNNEFFE_00623	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
FKNNEFFE_00624	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FKNNEFFE_00625	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
FKNNEFFE_00626	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
FKNNEFFE_00627	CDS	1383	qseE	2.7.13.3	COG2205	Sensor histidine kinase QseE
FKNNEFFE_00628	CDS	714	qseG		COG3170	Quorum-sensing regulator protein G
FKNNEFFE_00629	CDS	1335	glrR		COG2204	Transcriptional regulatory protein GlrR
FKNNEFFE_00630	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
FKNNEFFE_00631	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
FKNNEFFE_00632	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FKNNEFFE_00633	CDS	1194	mlc_1		COG1940	DNA-binding transcriptional repressor Mlc
FKNNEFFE_00634	CDS	3282				hypothetical protein
FKNNEFFE_00635	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
FKNNEFFE_00636	CDS	1512	mglA_1	7.5.2.11		Galactose/methyl galactoside import ATP-binding protein MglA
FKNNEFFE_00637	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
FKNNEFFE_00638	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
FKNNEFFE_00639	CDS	873	yphB_1		COG2017	putative protein YphB
FKNNEFFE_00640	CDS	423	yphA		COG2259	Inner membrane protein YphA
FKNNEFFE_00641	CDS	1203	hcaD	1.18.1.3	COG0446	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
FKNNEFFE_00642	CDS	813	hcaB	1.3.1.87	COG1028	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FKNNEFFE_00643	CDS	321	hcaC		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
FKNNEFFE_00644	CDS	519	hcaF	1.14.12.19	COG5517	3-phenylpropionate/cinnamic acid dioxygenase subunit beta
FKNNEFFE_00645	CDS	1362	hcaE	1.14.12.19	COG4638	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
FKNNEFFE_00646	CDS	891	hcaR_1		COG0583	Hca operon transcriptional activator HcaR
FKNNEFFE_00647	CDS	1140	hcaT		COG2814	putative 3-phenylpropionic acid transporter
FKNNEFFE_00648	CDS	1281				hypothetical protein
FKNNEFFE_00649	CDS	855			COG1073	putative protein
FKNNEFFE_00650	CDS	804	suhB	3.1.3.25	COG0483	Nus factor SuhB
FKNNEFFE_00651	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
FKNNEFFE_00652	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
FKNNEFFE_00653	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
FKNNEFFE_00654	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
FKNNEFFE_00655	CDS	324	iscA		COG0316	Iron-binding protein IscA
FKNNEFFE_00656	CDS	516	hscB		COG1076	Co-chaperone protein HscB
FKNNEFFE_00657	CDS	1851	hscA		COG0443	Chaperone protein HscA
FKNNEFFE_00658	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
FKNNEFFE_00659	CDS	201	iscX		COG2975	Protein IscX
FKNNEFFE_00660	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
FKNNEFFE_00661	CDS	777				hypothetical protein
FKNNEFFE_00662	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
FKNNEFFE_00663	CDS	4962	yfhM		COG2373	Alpha-2-macroglobulin
FKNNEFFE_00664	CDS	2313	pbpC		COG4953	Penicillin-binding protein 1C
FKNNEFFE_00665	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
